AWS EKS,AWS RDS Postgres,AWS RDS Aurora,AWS Step Functions,AWS Lambda Container,AWS Lambda Code,AWS S3,AWS DynamoDB,AWS EC2,AWS CloudFormation,AWS SageMaker,AWS Redshift,AWS Elastic Beanstalk,AWS API Gateway,Cloud Lock-in Score
6,15,16,3,1,4,9,1,18,0,3,1,18,1,36
16,19,5,12,2,10,9,19,6,15,16,5,5,19,72
6,16,12,17,16,13,11,6,18,3,13,17,18,14,84
7,8,4,7,16,1,9,18,18,14,7,14,7,5,59
11,4,0,0,16,19,11,1,10,3,13,6,6,15,53
18,4,3,0,14,4,16,17,6,19,19,10,0,9,62
17,0,17,8,4,16,7,19,13,7,9,19,6,0,67
11,4,16,17,4,17,5,9,4,4,13,16,8,8,69
5,2,8,7,2,7,13,1,7,3,11,4,19,18,48
7,13,13,13,4,15,1,11,0,11,13,10,16,12,71
0,18,2,4,11,1,9,3,18,4,13,13,7,16,51
5,0,9,1,8,14,4,7,3,5,13,17,6,5,51
3,13,19,14,17,18,11,19,5,13,5,9,3,11,78
13,16,18,0,4,11,0,0,16,12,17,14,0,6,57
19,12,13,6,12,17,8,11,9,16,11,18,6,1,74
14,0,2,5,19,8,18,7,12,11,5,4,6,10,51
17,11,3,0,8,4,17,8,11,9,3,9,10,3,44
1,0,14,19,11,4,3,10,14,19,14,4,13,4,63
0,12,0,17,1,6,12,1,10,17,3,7,8,19,49
13,9,0,19,2,18,5,14,15,2,4,19,7,3,62
12,15,16,8,8,18,10,3,11,2,3,13,7,1,57
13,4,19,4,12,16,6,3,10,4,14,13,11,1,62
17,3,0,19,15,16,17,0,12,3,10,15,13,12,70
9,18,14,16,4,10,1,16,11,12,8,18,17,0,74
9,19,4,14,3,7,14,10,10,1,11,10,11,2,55
13,3,18,8,0,14,1,4,9,0,2,13,0,19,49
15,8,7,9,3,3,6,9,0,6,8,9,0,10,43
8,16,12,12,2,18,18,8,10,18,16,9,11,3,73
8,2,2,8,0,5,15,2,19,14,4,7,19,19,50
2,7,5,6,18,0,15,4,19,0,17,10,7,14,54
19,9,9,18,15,1,7,7,11,13,15,2,12,1,62
10,0,13,1,18,11,19,15,11,5,9,3,3,16,59
10,11,15,3,11,13,10,19,0,16,7,0,12,5,62
17,2,5,12,6,9,9,9,19,3,14,4,4,17,56
17,17,1,0,7,7,12,11,15,13,12,8,15,1,56
0,18,3,12,0,12,4,15,1,16,1,19,1,3,53
13,1,18,4,7,13,3,6,1,3,11,5,7,17,54
1,10,15,17,18,0,18,1,15,17,13,2,18,13,69
0,0,6,17,11,10,7,7,18,7,3,4,11,5,49
18,17,8,5,11,10,19,9,0,13,5,12,2,18,65
18,11,15,3,9,7,19,4,0,9,3,10,8,17,58
19,7,12,16,0,15,19,8,8,12,0,13,0,4,57
10,5,11,11,13,10,2,3,5,9,17,2,3,19,59
10,12,8,13,7,15,18,19,8,7,16,1,17,5,72
17,2,7,4,10,15,18,10,10,0,17,12,0,1,55
15,5,0,11,15,2,15,10,18,3,17,3,12,6,56
10,11,4,8,11,10,10,10,9,19,14,9,2,1,58
4,4,9,16,15,6,15,2,14,8,14,10,16,9,65
17,2,15,15,5,4,4,13,18,6,14,14,13,4,66
6,7,11,4,15,9,15,15,5,15,18,10,10,4,68
19,12,0,7,1,5,5,18,6,18,14,18,8,1,61
7,0,17,3,9,0,14,8,2,7,15,0,16,17,53
1,9,15,17,5,8,2,16,10,7,7,14,16,8,67
5,17,2,3,17,8,16,12,2,19,0,17,16,14,68
12,10,17,12,10,18,2,16,18,11,18,9,11,4,80
7,17,9,6,8,15,14,9,16,2,12,9,7,9,62
12,3,12,9,2,5,0,4,19,11,17,10,18,6,58
5,16,19,8,2,13,3,14,16,8,19,8,4,6,66
19,12,4,17,13,6,11,9,9,8,11,0,3,16,60
13,13,6,15,7,15,10,7,2,7,0,2,13,17,58
0,19,18,0,11,14,9,17,15,16,4,17,18,0,73
1,15,2,11,8,16,11,13,10,3,17,2,5,12,59
17,2,0,17,12,9,13,10,5,13,9,8,16,8,65
16,1,15,14,12,11,8,14,2,1,5,10,0,17,62
3,15,6,7,5,14,11,5,0,5,16,19,15,11,66
3,8,18,8,2,11,3,19,5,2,0,12,8,2,50
5,7,16,6,8,9,8,16,17,8,16,13,11,3,66
4,0,5,12,11,1,12,12,13,17,16,16,12,13,67
11,11,10,1,19,18,15,0,18,17,18,13,3,9,72
1,12,2,4,0,7,9,0,19,18,5,0,12,13,39
4,18,2,14,7,10,19,1,4,18,8,13,6,5,58
9,0,0,10,17,0,10,12,11,17,17,2,19,13,62
13,9,14,18,13,9,14,2,6,7,10,6,19,7,68
13,9,11,7,7,16,15,8,10,18,3,12,10,6,64
15,17,10,4,7,14,18,11,12,6,7,5,4,5,56
9,10,9,8,2,12,8,11,5,17,9,6,8,1,53
16,10,8,6,19,8,19,13,14,1,13,14,10,3,68
12,4,9,4,13,8,5,5,7,9,3,10,14,13,54
4,18,19,17,9,17,18,13,6,11,7,3,3,19,76
0,3,17,4,6,1,11,10,19,8,9,2,17,0,45
9,16,1,19,8,1,4,2,8,5,9,8,1,9,45
8,17,1,4,9,14,1,4,19,9,14,0,11,8,52
8,1,3,7,13,18,3,18,5,14,10,0,16,2,59
0,17,17,0,4,2,16,19,17,5,18,2,14,0,55
8,14,9,13,12,4,14,2,6,7,11,5,15,2,55
3,13,17,1,11,16,1,7,12,11,17,16,0,14,68
9,13,7,5,0,17,12,13,6,5,3,9,0,9,48
12,17,15,6,15,9,3,3,0,6,15,5,5,8,58
8,2,13,15,10,9,14,0,8,3,13,5,6,2,50
13,2,18,18,2,16,3,17,2,5,18,3,2,10,66
2,8,7,10,13,8,2,15,10,17,11,3,12,14,63
0,0,0,9,2,4,19,0,16,18,17,12,2,7,45
6,7,7,5,19,10,11,7,5,10,16,10,18,19,72
14,11,18,6,8,12,10,18,10,7,18,16,2,18,79
4,9,12,7,1,1,13,0,16,15,15,0,5,7,42
10,14,19,17,19,19,15,0,9,15,18,13,7,7,87
17,14,19,18,16,7,10,17,5,1,18,6,19,7,83
14,0,10,19,6,10,10,6,3,9,4,12,7,4,55
9,15,14,11,0,12,9,16,17,19,2,18,4,9,69
17,17,4,16,0,0,6,3,4,8,18,8,4,16,54
16,7,9,3,2,1,12,12,14,15,11,18,17,6,61
0,8,15,19,10,4,9,4,11,0,17,15,10,17,68
15,13,4,18,19,11,7,12,6,8,1,17,3,18,73
1,1,12,9,15,13,4,11,15,2,9,5,18,5,58
11,13,12,13,4,18,10,10,10,10,7,19,8,7,72
10,19,2,9,1,10,13,8,18,0,17,11,6,5,55
4,3,11,3,14,16,3,8,18,4,15,7,1,4,52
2,0,9,2,8,0,7,5,11,9,5,13,7,7,38
9,1,11,19,7,14,9,10,19,2,4,15,13,12,67
10,2,11,8,17,0,8,8,11,7,12,19,5,13,61
9,17,14,2,5,14,12,3,19,10,5,4,4,19,56
9,5,9,7,9,19,4,5,6,9,15,1,16,8,60
18,0,11,7,5,3,4,1,14,10,1,18,14,2,47
16,16,2,4,11,1,1,16,10,6,6,18,13,7,58
0,3,14,10,8,17,2,2,1,4,6,14,14,5,54
3,13,2,18,19,18,7,2,5,17,8,12,19,9,76
3,15,1,7,9,18,7,5,19,11,1,5,9,1,48
15,2,13,17,18,18,12,19,5,4,17,14,2,0,78
9,19,14,8,2,18,13,8,10,1,15,3,19,19,72
12,10,17,1,2,4,17,12,9,14,4,1,8,6,47
17,14,10,9,17,15,17,18,5,16,14,11,3,19,86
13,0,2,3,6,17,12,11,10,4,10,1,0,1,39
5,6,6,8,15,13,1,17,13,9,3,18,3,4,59
10,5,13,0,7,2,1,15,6,14,16,9,17,13,61
4,4,15,19,12,18,8,7,1,11,19,4,3,0,65
7,1,12,8,19,15,14,17,12,16,8,11,19,6,78
19,8,15,17,13,13,14,18,16,9,1,0,0,10,65
3,5,9,8,11,5,18,14,6,16,11,7,3,19,61
18,1,17,8,19,19,19,9,19,4,12,4,1,4,67
8,18,11,11,17,0,18,9,0,2,19,18,16,11,76
10,16,16,6,13,3,10,11,12,16,6,10,19,0,65
7,17,16,2,11,1,19,17,17,16,1,14,10,15,68
10,18,7,12,14,15,15,1,16,9,18,17,9,9,77
9,9,1,16,2,5,13,8,7,2,16,18,10,0,55
13,2,6,0,3,2,6,10,15,17,18,10,19,3,54
12,12,12,2,6,2,13,2,2,1,12,14,3,10,46
16,3,6,11,13,8,15,19,14,9,9,8,12,2,64
4,18,15,4,5,0,13,14,13,1,7,16,9,1,52
5,15,0,12,4,5,0,19,8,18,17,8,15,12,67
19,6,2,10,15,14,5,13,4,4,7,12,9,19,67
15,9,12,8,18,1,4,18,12,11,11,19,0,1,65
9,2,14,13,3,8,5,2,19,1,7,9,6,15,50
1,6,14,15,19,2,14,19,1,7,7,8,5,14,65
7,0,13,4,12,1,13,8,11,18,2,14,17,8,57
10,19,17,11,3,15,16,19,19,1,18,10,8,18,82
9,16,13,2,10,1,8,2,2,5,14,14,13,0,51
18,14,15,14,3,7,18,19,17,15,1,7,4,5,64
11,8,13,7,19,7,13,13,2,15,6,14,4,7,66
10,6,7,0,9,4,7,5,8,7,16,4,18,7,49
8,10,16,17,7,19,7,14,0,0,8,17,9,0,69
15,13,0,14,18,6,6,0,3,18,16,14,6,7,65
8,2,4,17,12,19,13,4,15,9,10,1,10,9,61
5,15,17,17,9,1,0,19,16,17,14,19,10,10,81
6,18,6,9,4,0,0,3,11,3,5,9,17,4,42
12,13,3,14,7,13,13,4,9,13,2,19,12,12,66
13,9,2,6,4,1,12,6,13,9,3,5,10,2,36
7,2,11,4,8,7,4,8,19,7,5,19,9,11,55
12,9,4,14,17,7,8,3,3,14,0,2,8,14,52
6,15,3,3,13,13,3,16,10,18,7,4,11,15,63
14,4,8,4,0,17,19,14,13,12,18,5,13,4,63
8,18,9,9,18,9,15,0,3,7,16,18,3,8,67
1,8,9,9,0,17,12,10,3,0,6,19,0,12,53
14,14,7,13,11,1,15,6,15,8,17,4,9,6,59
17,12,6,15,9,12,16,14,2,16,19,19,2,17,84
7,16,14,18,18,8,15,6,16,5,14,14,4,9,75
9,8,12,4,17,9,2,13,0,8,0,10,5,3,50
1,10,5,8,4,15,4,5,15,0,6,12,12,15,52
10,0,12,0,16,17,8,13,6,17,3,10,12,7,63
12,0,16,14,17,9,6,13,4,14,15,17,16,1,78
10,4,4,14,8,14,3,4,5,19,8,11,17,16,67
3,11,16,12,1,13,14,12,6,19,17,16,3,0,69
11,1,16,9,5,6,10,13,17,10,17,8,2,0,55
0,6,4,19,8,9,17,17,19,19,3,7,10,11,65
12,6,19,3,8,3,2,3,16,10,12,19,7,13,60
17,4,8,5,15,17,2,15,16,5,2,16,9,14,67
17,2,17,16,16,18,13,7,1,13,11,8,4,11,75
0,19,18,12,8,13,4,11,3,13,8,7,13,0,64
12,2,12,3,13,6,4,15,13,9,2,0,16,11,52
1,10,9,15,18,10,2,10,1,8,9,5,14,17,67
10,14,13,1,10,11,11,2,16,2,14,9,15,3,57
7,5,9,9,11,19,2,15,11,12,16,2,15,4,67
11,3,12,3,9,2,18,1,5,2,10,4,13,4,41
16,10,4,3,7,6,9,16,6,3,10,2,15,12,52
11,6,5,4,19,6,12,19,3,7,5,3,13,12,58
10,5,19,16,19,5,9,4,5,18,3,16,15,0,69
14,12,13,10,0,1,15,18,1,19,0,18,12,4,61
17,13,4,3,13,7,10,18,12,19,1,14,19,1,66
16,16,13,2,8,9,4,18,0,4,6,4,0,7,49
9,2,5,16,19,5,15,6,19,4,14,19,19,14,76
6,4,9,18,0,3,13,10,13,10,8,13,7,1,51
10,11,14,10,4,15,19,15,10,18,13,1,2,2,63
2,0,16,17,12,19,18,16,1,16,15,15,2,14,83
19,9,8,11,19,6,17,8,14,9,9,10,2,14,67
9,19,19,15,17,10,1,18,5,0,14,3,17,7,76
9,11,3,11,10,3,1,7,5,6,18,2,18,15,57
3,15,11,4,12,8,16,9,6,17,18,2,17,2,64
12,19,12,8,18,5,10,4,7,0,15,3,3,19,61
6,19,17,10,8,10,7,16,18,4,7,12,17,8,72
10,10,9,3,2,12,17,14,18,5,9,6,16,16,62
9,7,5,11,17,2,12,5,11,11,14,3,16,17,63
14,0,19,10,14,16,10,6,8,8,10,17,9,13,75
15,9,13,18,4,5,16,8,0,0,10,10,3,13,58
16,7,13,10,2,6,18,9,6,18,11,11,3,6,59
16,12,12,13,6,7,9,8,7,15,1,1,4,14,54
19,7,0,13,8,5,12,12,11,5,4,4,13,10,52
0,10,13,9,10,6,1,13,6,5,13,6,6,7,53
13,7,0,5,16,17,0,4,9,1,4,17,18,6,58
4,0,16,0,4,14,14,8,19,5,12,13,6,18,59
1,6,15,16,4,16,7,14,13,16,4,2,8,11,62
16,4,1,7,14,13,13,6,10,5,10,16,5,0,55
10,12,10,10,9,10,6,8,5,15,16,14,6,5,66
14,8,8,8,19,18,5,8,8,3,7,7,0,9,58
8,17,10,4,0,5,0,2,2,14,16,17,8,12,56
10,9,5,17,7,2,7,8,1,16,0,19,4,2,51
10,19,14,0,2,12,12,14,4,8,19,18,0,4,64
6,4,17,18,10,6,14,7,12,10,8,8,9,4,61
1,18,6,11,15,10,13,14,4,19,1,15,6,14,69
8,5,6,16,16,9,10,15,7,2,2,10,17,19,68
11,3,0,14,18,0,7,4,9,6,18,0,4,10,48
6,18,10,19,14,11,6,0,19,16,7,6,13,5,67
17,11,18,18,0,6,1,4,9,7,19,7,5,3,59
13,18,14,11,16,18,1,6,9,1,2,17,16,8,73
6,3,18,18,18,17,11,11,11,19,16,4,0,7,77
14,18,10,17,8,12,0,18,17,1,8,10,2,9,66
11,2,17,17,15,9,12,10,3,3,10,4,6,11,63
9,18,4,13,17,14,16,2,11,2,10,1,14,5,60
4,6,2,8,5,13,5,3,9,6,18,17,2,0,49
17,9,2,17,3,16,17,15,7,7,17,3,1,4,61
1,6,7,16,0,15,15,1,10,8,2,10,15,15,55
16,5,16,11,4,10,12,13,11,19,2,12,2,7,62
7,9,4,17,12,1,13,16,1,10,6,8,16,12,63
16,6,18,6,6,1,14,18,11,2,10,8,7,11,58
14,17,19,3,10,1,17,13,17,18,2,11,12,3,64
8,18,14,10,19,14,7,18,16,1,5,14,13,13,79
9,8,2,8,9,13,8,13,16,17,7,9,16,10,65
0,7,7,10,17,6,9,16,17,12,7,18,15,2,67
16,15,19,12,1,15,11,7,11,13,1,10,4,17,66
0,2,1,13,0,3,19,3,7,9,8,18,12,12,49
6,18,7,11,9,7,4,13,12,18,8,16,9,11,69
2,15,12,9,1,4,4,15,6,7,12,13,7,18,60
12,6,12,11,12,17,10,3,6,5,10,19,18,6,72
5,15,7,0,9,18,14,5,6,10,1,15,5,6,53
17,5,1,11,2,7,14,12,8,10,11,17,9,19,65
17,19,1,6,10,1,2,3,14,0,1,15,0,2,37
11,7,13,4,8,17,4,8,5,9,10,3,8,16,59
4,10,5,19,6,7,3,1,4,1,13,1,11,13,48
17,6,4,4,12,13,18,4,19,12,6,16,7,15,64
2,18,8,5,4,4,6,1,4,18,6,0,7,10,40
11,15,12,19,9,4,12,19,4,17,6,18,13,11,80
7,0,15,1,19,6,13,13,18,15,6,6,2,17,59
11,5,7,4,10,18,7,13,12,12,3,4,12,15,60
15,6,16,13,5,13,7,3,7,0,14,17,10,14,68
2,3,13,17,6,1,0,15,3,14,8,5,9,12,55
10,6,4,12,0,15,12,5,0,6,2,2,16,4,44
8,5,16,6,3,4,12,6,4,18,17,16,5,14,63
8,19,8,5,17,19,2,8,9,10,2,12,9,10,66
12,10,12,11,3,16,1,2,15,18,12,15,8,2,64
5,9,17,0,10,0,12,3,13,14,18,1,9,9,51
10,11,15,19,0,4,9,16,2,19,6,18,2,3,64
5,18,3,8,13,8,14,5,7,0,14,19,18,15,69
3,11,5,16,13,1,7,19,14,15,12,11,1,10,64
19,14,12,4,5,15,15,9,12,5,8,5,16,17,67
10,9,1,8,11,12,1,19,6,7,16,15,14,13,71
9,6,18,17,4,18,10,14,5,1,15,7,7,12,71
18,17,11,5,3,10,3,19,6,18,10,12,1,16,68
19,5,8,0,4,16,8,16,13,12,8,6,18,16,66
10,13,11,14,12,13,1,10,6,15,17,18,10,17,84
13,14,5,12,8,13,10,0,3,0,0,1,15,17,50
15,12,8,2,10,5,15,3,6,10,7,1,14,4,46
18,1,18,7,5,1,15,15,6,0,17,16,13,12,66
19,2,2,0,11,9,16,3,6,2,16,15,4,11,52
18,0,4,0,15,17,8,4,10,5,18,18,5,2,59
8,1,9,18,5,6,3,4,1,5,0,6,1,18,42
10,10,17,17,2,11,1,2,17,6,3,8,1,9,51
9,15,8,11,12,12,10,6,3,0,3,9,7,8,53
4,19,7,14,16,19,18,18,19,2,15,17,3,13,85
10,2,12,2,6,1,12,16,13,19,4,16,8,0,52
8,13,14,16,18,15,6,19,1,9,11,14,17,13,89
12,1,6,19,4,1,8,14,4,18,9,12,7,19,64
5,15,1,16,16,18,5,1,19,7,18,17,15,9,78
7,3,19,6,14,8,17,19,7,3,15,19,9,18,79
3,11,8,13,1,16,3,1,0,16,12,14,15,12,64
18,7,19,10,17,15,7,2,18,13,17,18,18,7,87
17,10,6,3,5,13,11,18,18,15,9,13,19,15,75
12,4,16,13,3,3,10,5,13,1,6,5,17,7,50
12,18,1,12,12,16,3,7,12,5,17,8,11,6,66
8,5,18,11,1,1,13,17,7,1,13,1,9,2,48
18,3,14,4,6,6,18,0,13,16,6,16,11,14,61
0,3,17,11,10,3,1,3,14,12,15,8,7,5,52
4,2,9,9,12,4,11,4,11,7,6,19,18,1,55
15,15,16,7,10,3,0,12,15,5,14,13,7,12,65
12,3,13,2,11,6,10,9,14,13,13,16,19,17,72
14,12,5,14,12,6,5,19,15,19,18,11,10,7,77
5,2,2,8,18,10,17,15,3,0,0,13,12,2,51
8,1,6,0,4,10,17,3,9,10,18,16,6,11,54
18,0,9,4,11,4,9,7,17,0,8,18,16,16,60
6,5,4,0,15,10,8,0,18,0,11,4,18,18,51
3,14,18,13,3,14,10,3,9,17,0,9,2,4,54
2,10,9,1,19,14,0,6,15,14,3,8,11,13,58
4,19,10,1,19,13,3,16,4,10,4,4,8,1,56
12,9,7,2,2,17,14,11,5,4,14,5,8,17,58
9,14,17,6,13,0,6,16,15,15,18,3,3,8,63
19,6,7,13,1,14,7,18,5,12,9,1,13,12,63
7,7,5,10,12,1,4,13,6,14,1,4,8,18,50
19,15,12,19,15,15,18,19,10,11,19,9,17,6,95
10,13,19,18,14,2,12,6,3,7,13,14,12,15,76
5,8,16,10,17,3,8,17,10,9,9,18,17,7,74
6,6,2,13,16,5,19,18,1,11,4,7,3,3,53
4,14,9,13,19,19,11,7,19,11,14,13,10,0,76
7,4,7,19,3,13,5,13,10,5,5,15,7,17,64
16,3,11,7,1,16,4,12,15,2,15,11,17,18,69
2,12,12,16,9,16,4,8,18,12,6,2,6,1,57
4,12,13,14,17,7,18,0,9,4,12,4,10,8,60
5,13,14,10,12,17,18,4,10,7,16,8,10,18,75
17,4,1,6,19,6,8,16,6,5,9,4,12,14,58
7,18,3,9,12,9,17,11,2,8,19,0,14,15,66
9,4,11,9,10,6,10,19,5,13,18,1,0,7,57
17,3,9,6,11,11,6,9,7,9,0,16,4,0,50
0,5,4,17,3,7,1,3,13,1,0,14,18,0,42
16,4,18,10,12,12,3,10,13,5,15,1,8,11,64
7,4,11,18,10,4,1,4,1,9,8,19,7,16,62
6,11,1,16,18,17,6,12,3,3,11,3,11,5,62
7,18,5,7,10,11,16,6,11,9,0,11,19,14,62
19,12,7,7,10,13,3,14,9,13,13,7,3,13,66
14,12,8,18,7,8,16,19,8,14,5,10,19,13,77
7,16,2,17,1,18,17,14,3,12,3,13,16,3,67
13,1,8,19,6,10,8,7,0,9,1,13,0,3,48
2,12,0,13,3,13,18,0,9,17,13,16,8,6,59
3,4,10,6,13,8,16,12,6,10,4,7,8,2,50
5,0,17,7,17,8,11,10,0,9,10,1,4,4,51
12,14,14,8,16,13,13,5,13,4,15,13,0,9,68
19,3,11,15,18,1,10,4,1,3,12,1,6,19,57
11,5,14,16,3,1,13,7,9,13,11,5,7,16,58
12,14,19,2,13,9,12,4,2,7,10,3,0,7,51
8,4,10,3,12,14,17,11,6,6,17,16,12,15,72
4,6,5,15,2,19,15,16,4,15,7,16,1,15,68
12,2,11,16,11,14,11,12,2,3,8,19,10,9,70
6,12,10,3,5,5,5,15,13,12,12,19,6,16,64
0,13,19,12,4,9,3,16,11,16,7,13,11,3,66
17,10,3,3,6,13,1,18,7,14,0,3,14,15,56
5,11,8,4,17,17,19,15,8,15,4,17,7,12,74
7,2,9,8,3,5,5,4,15,1,15,1,9,16,44
19,16,3,4,0,15,10,11,5,6,17,6,13,18,64
4,3,11,2,3,7,17,17,13,7,6,3,11,16,51
5,2,7,9,19,0,9,15,8,5,17,0,5,13,54
18,6,0,17,14,7,9,16,9,17,17,2,18,0,69
6,14,13,0,9,7,19,12,17,7,12,18,3,2,59
15,7,7,6,17,14,13,12,10,0,16,5,3,16,65
7,18,4,10,12,6,4,0,18,2,5,15,0,4,45
13,17,6,13,13,13,8,16,10,5,16,14,3,0,70
3,6,0,6,10,8,14,6,8,10,8,19,0,17,53
9,16,11,5,0,17,0,2,1,17,17,8,15,13,65
14,14,15,8,4,0,3,1,8,13,11,16,2,0,49
2,4,18,11,6,13,1,2,1,16,13,3,9,18,60
18,6,1,17,10,2,7,10,10,9,9,19,2,11,60
17,16,15,17,13,7,6,18,12,6,8,19,7,18,84
4,15,11,13,1,6,16,2,0,13,0,13,3,2,44
15,19,19,2,8,4,19,6,3,13,1,12,9,14,61
9,5,8,7,16,6,13,9,10,11,18,6,17,5,64
14,10,1,0,7,1,17,7,8,11,12,16,7,7,50
5,10,0,18,1,10,12,8,15,10,12,8,19,19,66
14,14,11,19,7,0,8,10,0,5,8,6,18,15,63
17,17,11,0,3,4,4,5,7,13,6,4,7,1,40
13,11,16,13,18,17,17,19,17,13,18,14,10,10,95
7,12,2,5,14,3,10,0,14,12,13,14,6,13,55
18,18,2,9,6,10,17,7,5,18,13,14,14,3,68
15,2,1,1,9,2,7,3,2,2,18,17,1,8,42
2,6,16,12,0,3,0,17,14,18,6,8,18,0,56
18,14,12,18,16,12,16,13,1,15,17,19,7,4,88
17,18,14,17,12,7,12,2,16,15,19,13,0,7,75
6,9,2,3,17,5,11,2,1,8,0,13,19,12,50
2,6,5,11,0,1,1,4,18,13,7,9,1,18,41
14,5,12,0,15,1,18,4,11,6,3,4,6,14,44
18,12,15,10,10,6,2,17,17,1,6,15,10,3,64
10,0,8,13,4,7,14,15,14,8,11,12,14,5,61
10,5,3,0,8,18,6,8,19,0,3,7,11,19,51
10,15,11,11,12,7,16,13,0,12,3,17,15,17,75
7,12,16,18,12,9,8,3,17,14,2,3,18,5,64
13,0,13,13,1,2,10,2,5,6,4,19,1,12,46
14,9,3,9,2,3,8,19,17,15,2,7,5,15,53
2,5,17,2,0,16,4,3,12,15,17,6,3,17,56
9,7,0,9,3,10,11,0,2,1,3,4,5,18,36
4,18,6,19,8,7,5,16,4,8,4,8,9,0,56
7,2,10,2,10,10,17,8,17,18,6,1,3,1,45
10,17,1,13,0,13,2,6,9,18,6,18,17,0,61
1,18,6,14,12,0,15,14,9,13,9,12,8,18,68
13,12,15,5,18,18,10,8,16,16,10,16,18,7,84
10,11,7,19,2,0,8,12,4,13,0,11,8,12,53
1,4,11,2,10,13,2,12,8,5,1,9,3,17,48
2,8,9,18,15,9,0,5,15,6,13,10,2,4,57
4,12,6,12,4,2,5,3,19,11,1,13,15,4,47
14,16,1,6,13,11,4,0,13,4,16,12,1,8,54
11,18,8,14,11,6,18,9,16,16,15,15,7,10,76
0,14,2,2,5,18,9,4,17,3,6,10,13,14,52
0,1,18,11,6,2,3,10,18,2,19,1,15,6,52
7,15,13,6,18,16,2,9,19,14,19,3,9,14,76
6,8,12,19,11,19,11,8,5,19,17,12,15,13,87
9,10,10,7,4,19,12,3,17,8,4,16,1,4,54
6,13,10,4,4,1,9,4,5,0,2,13,17,16,46
8,0,6,8,14,4,12,2,10,5,11,14,9,14,54
3,3,2,5,14,12,1,8,3,9,10,19,3,11,55
18,9,17,4,10,15,1,12,14,12,10,13,17,2,72
5,19,5,4,9,9,18,4,3,16,5,15,5,18,60
8,11,10,14,1,12,4,1,18,19,6,4,12,11,57
9,18,12,11,2,12,12,7,8,13,4,0,0,5,48
17,12,19,6,14,19,5,1,3,2,10,10,0,2,58
17,9,3,4,6,17,19,19,7,11,7,18,1,14,68
2,15,0,17,17,7,13,18,9,0,2,8,16,16,65
4,11,14,9,4,9,13,9,8,12,0,12,14,10,58
19,6,15,6,12,16,15,13,10,8,11,9,1,8,67
9,15,16,14,4,12,7,3,3,1,7,5,16,3,55
6,7,2,12,10,15,17,5,3,9,5,10,5,7,53
9,4,7,5,6,4,9,9,16,18,12,16,2,10,56
16,2,2,3,17,15,15,14,13,14,4,15,8,6,64
12,8,6,17,5,19,3,1,13,9,4,2,0,5,47
2,17,16,9,6,19,6,5,12,18,6,16,17,13,77
11,12,5,2,18,1,7,11,19,14,5,14,10,13,61
13,11,12,8,1,10,5,11,17,18,19,2,11,14,67
12,5,6,10,8,18,3,19,13,4,9,18,10,4,68
1,13,5,9,0,10,19,15,13,16,18,0,15,5,60
0,18,1,15,13,10,0,14,6,6,14,4,2,10,57
5,8,12,2,0,0,19,2,17,10,2,15,10,11,44
18,18,15,8,0,19,17,7,18,5,17,8,14,7,73
0,8,6,12,5,14,2,9,11,16,5,19,17,19,70
0,10,7,0,2,16,8,3,17,12,15,7,4,10,49
6,12,12,15,16,11,12,17,4,8,0,8,3,4,61
2,17,1,16,2,10,3,13,0,14,15,0,8,7,54
19,10,1,15,7,5,0,11,0,7,8,16,18,18,66
17,10,7,1,11,3,4,17,11,17,15,12,18,14,71
4,9,0,5,8,1,15,7,9,16,14,9,4,4,45
1,4,1,13,6,12,16,1,12,12,6,10,10,3,48
16,4,3,3,17,16,18,15,10,12,1,19,12,1,66
8,4,12,6,12,13,3,12,12,18,13,2,14,15,68
1,12,1,9,2,7,10,16,11,15,19,15,14,1,63
7,10,12,12,16,0,19,18,6,3,3,7,19,10,64
3,10,3,8,7,5,3,3,0,11,4,7,19,6,44
10,7,18,16,15,18,8,7,18,16,16,15,5,13,86
12,9,16,10,1,0,11,11,12,2,8,6,4,10,47
17,5,2,3,7,9,4,7,14,3,18,0,11,14,50
7,15,10,8,13,13,8,14,12,2,3,17,11,8,66
6,9,10,18,2,8,7,16,4,11,14,2,8,3,57
12,12,11,18,4,13,15,11,5,3,19,15,19,14,82
11,6,14,0,5,10,16,19,4,8,10,14,18,5,65
3,16,7,10,19,11,17,11,6,18,17,4,16,6,75
10,6,7,12,19,4,5,13,7,13,17,6,3,11,64
5,10,10,12,15,8,0,5,2,8,7,13,0,17,57
7,11,4,18,19,10,13,0,14,16,3,9,16,15,70
18,7,10,13,17,19,2,9,6,10,6,0,8,2,61
7,16,9,11,15,6,10,17,19,13,14,10,8,16,77
2,19,14,11,10,0,15,9,6,7,3,10,11,16,59
15,12,11,16,9,15,1,18,8,19,0,17,18,13,83
1,11,19,0,6,9,11,11,2,10,10,16,4,17,61
8,18,12,6,2,6,15,13,2,3,1,12,16,4,53
14,7,4,15,16,6,4,2,10,5,14,8,17,12,63
3,4,12,9,18,17,7,4,1,11,9,3,16,4,60
12,4,18,18,7,14,8,8,9,9,0,4,14,5,60
17,5,11,0,3,12,17,18,19,6,18,12,2,14,66
15,13,19,6,17,19,2,8,0,17,1,12,5,8,70
5,0,1,13,1,19,0,19,10,8,5,16,8,13,60
0,10,19,9,6,7,15,12,4,2,2,16,15,19,65
2,15,11,14,11,2,12,13,7,9,5,18,12,2,63
